Concepticon_Gloss.xo,Concepticon_Gloss.yo,frequency,vision,assoc,taxonomy
AIR,YEAR,1,0.3244130611419678,0.00999990534636389,0.16666666666666666
AIR,YELLOW,0,0.5243675708770752,0.0393051342225293,0.14285714285714285
ALCOHOL (FERMENTED DRINK),AXE,0,0.46518200635910034,0.00521007906422904,0.21052631578947367
ALCOHOL (FERMENTED DRINK),BACK,0,0.5184885859489441,0.00470895326582168,0.2352941176470588
ALCOHOL (FERMENTED DRINK),BED,0,0.3207617998123169,0.0124313569106172,0.2352941176470588
ALCOHOL (FERMENTED DRINK),BEER,16,0.9064347147941588,0.476524350918125,0.9
ALCOHOL (FERMENTED DRINK),BEVERAGE,9,0.7861998081207275,0.428209998795059,0.9411764705882352
ALCOHOL (FERMENTED DRINK),BILL,0,0.46518200635910034,0.00521007906422904,0.2352941176470588
ALCOHOL (FERMENTED DRINK),BRAID,0,0.4452593922615051,0.0111570852763382,0.2352941176470588
ALCOHOL (FERMENTED DRINK),BRANCH OR TWIG,0,0.3613369166851044,0.0139097007401865,0.2352941176470588
ALCOHOL (FERMENTED DRINK),BRASS INSTRUMENT (HORN OR TRUMPET),0,0.33050066232681274,0.0264553779666522,0.2222222222222222
ALCOHOL (FERMENTED DRINK),BREAD,0,0.476519763469696,0.0457391835960644,0.6666666666666666
ALCOHOL (FERMENTED DRINK),BREAST,0,0.3978350758552551,0.0126860928689867,0.2857142857142857
ALCOHOL (FERMENTED DRINK),BUTTERFLY,0,0.512194812297821,0.0192424425746132,0.21052631578947367
ALCOHOL (FERMENTED DRINK),CATTLE,0,0.354646235704422,0.021209528383454,0.16666666666666666
ALCOHOL (FERMENTED DRINK),CEASE,0,0.5541770458221436,0.010795361044213,0.18181818181818185
ALCOHOL (FERMENTED DRINK),CENTER OR MIDDLE,1,0.5737837553024292,0.00898441872070303,0.2857142857142857
ALCOHOL (FERMENTED DRINK),CITRUS FRUIT,0,0.49201375246047974,0.187406081482333,0.4
ALCOHOL (FERMENTED DRINK),CLEAR,0,0.5593926310539246,0.0745425896740149,0.2857142857142857
ALCOHOL (FERMENTED DRINK),CLOCK,0,0.3526424169540405,0.0172906692296926,0.2352941176470588
ALCOHOL (FERMENTED DRINK),CLOUD,0,0.28952863812446594,0.0200514398387345,0.2857142857142857
ALCOHOL (FERMENTED DRINK),COIN,0,0.5170730948448181,0.010393513492958001,0.2222222222222222
ALCOHOL (FERMENTED DRINK),COOK (SOMETHING),5,0.4891494810581207,0.0321771086094578,0.15384615384615383
ALCOHOL (FERMENTED DRINK),CUP,0,0.7051947712898254,0.162229781546088,0.375
ALCOHOL (FERMENTED DRINK),DEER,0,0.41315749287605286,0.0121591003028437,0.4
ALCOHOL (FERMENTED DRINK),DINNER (SUPPER),0,0.4490576982498169,0.0640486713837112,0.6666666666666666
ALCOHOL (FERMENTED DRINK),DITCH,1,0.3225707411766052,0.0223792353319283,0.2857142857142857
ALCOHOL (FERMENTED DRINK),DONKEY,0,0.3564995229244232,0.00761312442390563,0.16666666666666666
ALCOHOL (FERMENTED DRINK),DRINK,2,0.8228374123573303,0.468669063285253,0.25
ALCOHOL (FERMENTED DRINK),EAGLE,0,0.45018693804740906,0.00398196935616698,0.1904761904761905
ALCOHOL (FERMENTED DRINK),EMPTY,0,0.7064821720123291,0.0518064072632656,0.18181818181818185
ALCOHOL (FERMENTED DRINK),FINGERNAIL,0,0.34639716148376465,0.0218132035680829,0.25
ALCOHOL (FERMENTED DRINK),FLOUR,1,0.40960267186164856,0.0348251509082399,0.7142857142857143
ALCOHOL (FERMENTED DRINK),FOAM,0,0.3242942690849304,0.100891347450408,0.21052631578947367
ALCOHOL (FERMENTED DRINK),GRAIN,0,0.6058886051177979,0.0665445748355961,0.4705882352941176
ALCOHOL (FERMENTED DRINK),GUARD,0,0.5768648386001587,0.00692674891088399,0.375
ALCOHOL (FERMENTED DRINK),HAIR (HEAD),0,0.33936959505081177,0.0160480441301598,0.26666666666666666
ALCOHOL (FERMENTED DRINK),HEAD,0,0.3938558697700501,0.0179401036243658,0.2857142857142857
ALCOHOL (FERMENTED DRINK),HEADGEAR,0,0.33534279465675354,0.00888356509439423,0.26666666666666666
ALCOHOL (FERMENTED DRINK),HEART,1,0.473721981048584,0.0139748539572757,0.2222222222222222
ALCOHOL (FERMENTED DRINK),HOUSE,0,0.3862444758415222,0.00917884413437878,0.26666666666666666
ALCOHOL (FERMENTED DRINK),KNIFE,0,0.46518200635910034,0.00521007906422904,0.21052631578947367
ALCOHOL (FERMENTED DRINK),LAND (DESCEND),0,0.3174130320549011,0.00246968113957263,0.16666666666666666
ALCOHOL (FERMENTED DRINK),LEG,1,0.43969741463661194,0.0118558670228399,0.25
ALCOHOL (FERMENTED DRINK),LIFT,0,0.49192896485328674,0.0229635518568698,0.2222222222222222
ALCOHOL (FERMENTED DRINK),LIVESTOCK,0,0.30801817774772644,0.029256537139178,0.21052631578947367
ALCOHOL (FERMENTED DRINK),MARKET,3,0.29649949073791504,0.0118794152660886,0.2222222222222222
ALCOHOL (FERMENTED DRINK),MIDDLE,0,0.5737837553024292,0.00898441872070303,0.2857142857142857
ALCOHOL (FERMENTED DRINK),MONEY,0,0.5970688462257385,0.00728240428780389,0.25
ALCOHOL (FERMENTED DRINK),MUD,0,0.33506104350090027,0.0311133869325967,0.4444444444444444
ALCOHOL (FERMENTED DRINK),NECKLACE,0,0.37778687477111816,0.0135838573026074,0.25
ALCOHOL (FERMENTED DRINK),ONE,0,0.5067903995513916,0.0142405228634785,0.2352941176470588
ALCOHOL (FERMENTED DRINK),PAPER,3,0.5795208215713501,0.0146496653732453,0.5
ALCOHOL (FERMENTED DRINK),PASTURE,0,0.22558251023292544,0.0228288514277319,0.25
ALCOHOL (FERMENTED DRINK),RAIN (PRECIPITATION),1,0.37224143743515015,0.0293927791358147,0.2352941176470588
ALCOHOL (FERMENTED DRINK),SAND,0,0.2886528968811035,0.0377368409505532,0.4444444444444444
ALCOHOL (FERMENTED DRINK),SEED,4,0.34005311131477356,0.0414158283928524,0.2352941176470588
ALCOHOL (FERMENTED DRINK),SHIELD,0,0.5585530996322632,0.0127006646915773,0.26666666666666666
ALCOHOL (FERMENTED DRINK),SHOULDER,0,0.36604180932044983,0.00916079545887944,0.3076923076923077
ALCOHOL (FERMENTED DRINK),SIDE,0,0.5439252853393555,0.0113723112826054,0.3076923076923077
ALCOHOL (FERMENTED DRINK),SKIN,1,0.4076900780200958,0.0347716392020734,0.26666666666666666
ALCOHOL (FERMENTED DRINK),SKIRT,0,0.4008033573627472,0.0182716190280958,0.26666666666666666
ALCOHOL (FERMENTED DRINK),SKY,0,0.25177425146102905,0.0473838308533611,0.42857142857142855
ALCOHOL (FERMENTED DRINK),SPRING OR WELL,0,0.558209240436554,0.0194805723654006,0.2857142857142857
ALCOHOL (FERMENTED DRINK),SUN,1,0.39080119132995605,0.0223433155907648,0.4705882352941176
ALCOHOL (FERMENTED DRINK),TABLE,0,0.4711245596408844,0.0242801019154339,0.26666666666666666
ALCOHOL (FERMENTED DRINK),TALL,0,0.5348044037818909,0.0114316864441442,0.18181818181818185
ALCOHOL (FERMENTED DRINK),TEA,0,0.6560986042022705,0.146541105303696,0.8888888888888888
ALCOHOL (FERMENTED DRINK),TEMPLE,0,0.3661656975746155,0.0070118482132824,0.25
ALCOHOL (FERMENTED DRINK),THROW,0,0.41941097378730774,0.0162037417064101,0.25
ALCOHOL (FERMENTED DRINK),THUMB,0,0.42514392733573914,0.010331739323148,0.25
ALCOHOL (FERMENTED DRINK),TIE,0,0.4463726282119751,0.00721799235662199,0.14285714285714285
ALCOHOL (FERMENTED DRINK),TOE,0,0.32510045170783997,0.0211189621864517,0.26666666666666666
ALCOHOL (FERMENTED DRINK),TREE,0,0.3839136064052582,0.00945976629931687,0.2352941176470588
ALCOHOL (FERMENTED DRINK),TWO,0,0.6172723174095154,0.00721716682564554,0.2352941176470588
ALCOHOL (FERMENTED DRINK),UNRIPE,0,0.4809026718139648,0.0287530140371533,0.18181818181818185
ALCOHOL (FERMENTED DRINK),WATER,2,0.3762866854667664,0.155743719268093,0.42105263157894735
ALCOHOL (FERMENTED DRINK),WINE,20,0.7793899178504944,0.368051304069564,0.9473684210526316
ALCOHOL (FERMENTED DRINK),YEAR,0,0.3357385993003845,0.0181507942322335,0.26666666666666666
ANCHOR,BUNCH,0,0.6082808375358582,0.00763566010576638,0.1176470588235294
ANCHOR,CEASE,3,0.8463295698165894,0.0270691123393038,0.14285714285714285
ANCHOR,DEER,0,0.6288658380508423,0.013389170285871,0.21052631578947367
ANCHOR,FAN (OBJECT),0,0.7489525675773621,0.029252719563446,0.7368421052631579
ANCHOR,GIFT,0,0.6546613574028015,0.0042012306166663,0.1111111111111111
ANCHOR,TIN OR TINPLATE,0,0.7137568593025208,0.0427548422661361,0.5263157894736842
ANCHOR,TORCH OR LAMP,1,0.6572418808937073,0.0284019648569705,0.6666666666666666
ANIMAL,ARM,0,0.521582841873169,0.018111332052981,0.25
ANIMAL,ARROW,0,0.3720252513885498,0.0262782743948839,0.4444444444444444
ANIMAL,BEARD,0,0.3700617849826813,0.0896412215438926,0.4705882352941176
ANIMAL,BIRD,11,0.7650725841522217,0.125206447248814,0.8235294117647058
ANIMAL,BLOOD,1,0.545426607131958,0.0152875100372643,0.2857142857142857
ANIMAL,BRANCH OR TWIG,0,0.5224401950836182,0.0304215333463602,0.4705882352941176
ANIMAL,BRASS INSTRUMENT (HORN OR TRUMPET),0,0.5325759649276733,0.125096835676357,0.4444444444444444
ANIMAL,BREAK (DESTROY OR GET DESTROYED),0,0.5472872853279114,0.00441690572888896,0.18181818181818185
ANIMAL,BREAST,0,0.5631721019744873,0.050684299917559,0.2857142857142857
ANIMAL,BRICK,0,0.3537731468677521,0.0178010038730576,0.5714285714285714
ANIMAL,BRIGHT,0,0.558156430721283,0.00780046933754418,0.2
ANIMAL,BUTTER,1,0.4983799457550049,0.0363704513716821,0.3076923076923077
ANIMAL,CALF,0,0.917916178703308,0.131964602308289,0.2352941176470588
ANIMAL,CAN,0,0.5269956588745117,0.0377466500601678,0.5333333333333333
ANIMAL,CAT,1,0.7829123735427856,0.305450348946109,0.6666666666666666
ANIMAL,CATTLE,24,0.907030999660492,0.0904431623407015,0.5833333333333334
ANIMAL,CEASE,0,0.6120446920394897,0.00899459456869341,0.2
ANIMAL,CHILD (YOUNG HUMAN),0,0.6860017776489258,0.0430996641856621,0.75
ANIMAL,CHURCH,0,0.4399100840091706,0.00543115100337155,0.5
ANIMAL,CLAY,0,0.4564548134803772,0.0249408479859308,0.26666666666666666
ANIMAL,CLEAR,1,0.4905006885528565,0.00390685591157114,0.42857142857142855
ANIMAL,CLOCK,0,0.3765875697135926,0.00602990592042429,0.4705882352941176
ANIMAL,CLOTHES,0,0.6747137308120728,0.0128489848185626,0.5333333333333333
ANIMAL,CORRECT (RIGHT),1,0.6367323398590088,0.0113914202353144,0.2
ANIMAL,DEER,11,0.9110936522483826,0.201030971543703,0.26666666666666666
ANIMAL,DOG,1,0.8867398500442505,0.225512156944478,0.875
ANIMAL,DOOR,2,0.4421190917491913,0.00804202133991882,0.4705882352941176
ANIMAL,DUCK,0,0.7898036241531372,0.0804179492167322,0.6666666666666666
ANIMAL,EAGLE,0,0.6134384274482727,0.0947596505010558,0.6666666666666666
ANIMAL,EAR,0,0.5011271834373474,0.0253159111867641,0.26666666666666666
ANIMAL,EARRING,0,0.24049653112888336,0.0161152447848197,0.5
ANIMAL,END (OF TIME),0,0.6120446920394897,0.00899459456869341,0.16666666666666666
ANIMAL,EYE,1,0.31679290533065796,0.0174380769574243,0.26666666666666666
ANIMAL,FATHER,0,0.6562299728393555,0.023065570947064,0.6
ANIMAL,FENCE,0,0.500938892364502,0.0240260795234546,0.5
ANIMAL,FINGER,0,0.3979712426662445,0.0245541679934303,0.26666666666666666
ANIMAL,FINGERNAIL,0,0.3039170205593109,0.0153940557282295,0.25
ANIMAL,FLESH OR MEAT,14,0.5712072253227234,0.0886310232435919,0.3076923076923077
ANIMAL,FOOT,0,0.4731953740119934,0.0120608818236776,0.25
ANIMAL,FRIEND,0,0.6708152890205383,0.0415902955274847,0.8
ANIMAL,FRUIT,0,0.5672025084495544,0.0366429217802574,0.5
ANIMAL,GOLD,0,0.46990594267845154,0.0265884517467691,0.26666666666666666
ANIMAL,GUARD,0,0.6095439791679382,0.0184626990423164,0.631578947368421
ANIMAL,HAND,0,0.486744612455368,0.00613554535069811,0.26666666666666666
ANIMAL,HEEL,0,0.4366767406463623,0.0294589501366024,0.3333333333333333
ANIMAL,HIP,0,0.4581834673881531,0.029657935374789,0.3076923076923077
ANIMAL,HOOK,0,0.4297058880329132,0.0190749393747168,0.14285714285714285
ANIMAL,HOT,0,0.4367530345916748,0.0422323818253337,0.2
ANIMAL,JUMP,0,0.6097253561019897,0.0396030340914636,0.13333333333333333
ANIMAL,KEY,0,0.26266759634017944,0.00523459725412226,0.5333333333333333
ANIMAL,KID,0,0.6711234450340271,0.0539508149932068,0.75
ANIMAL,KNEE,0,0.4156695306301117,0.0228525846868842,0.2857142857142857
ANIMAL,KNIFE,0,0.5279987454414368,0.0233508263494242,0.42105263157894735
ANIMAL,LEAF,0,0.49790966510772705,0.0924581479926908,0.5333333333333333
ANIMAL,LEG,0,0.5538124442100525,0.0203965120403179,0.25
ANIMAL,LIGHT (WEIGHT),0,0.4246598482131958,0.014077015483114,0.2
ANIMAL,LIVESTOCK,25,0.7872944474220276,0.128665186033161,0.7368421052631579
ANIMAL,MEAT,18,0.5712072253227234,0.0886310232435919,0.5
ANIMAL,MONEY,1,0.4936397969722748,0.0130876970665627,0.14285714285714285
ANIMAL,MONKEY,0,0.8500234484672546,0.246685929697464,0.7
ANIMAL,MOON,1,0.44196373224258423,0.0355794360160309,0.5333333333333333
ANIMAL,MOUNTAIN OR HILL,0,0.4897423982620239,0.052206153706783,0.4615384615384616
ANIMAL,MOUTH,0,0.366049587726593,0.0299679451723724,0.2352941176470588
ANIMAL,"NAME",1,0.34076282382011414,0.0157958981880541,0.15384615384615383
ANIMAL,NECK,0,0.5335826277732849,0.0556893776410715,0.2857142857142857
ANIMAL,NEEDLE (FOR SEWING),0,0.4613589346408844,0.012062842787605,0.5333333333333333
ANIMAL,NINE,1,0.32112476229667664,0.0164417960231354,0.13333333333333333
ANIMAL,OPEN,0,0.6083224415779114,0.00776306729558692,0.2
ANIMAL,PAIR,0,0.6177793145179749,0.0148029968491007,0.15384615384615383
ANIMAL,PART,0,0.5272347927093506,0.0104538257686015,0.18181818181818185
ANIMAL,PEOPLE,0,0.6505072116851807,0.0632431394378319,0.16666666666666666
ANIMAL,PILLOW,0,0.5235116481781006,0.0428888177469264,0.5333333333333333
ANIMAL,PLANT (SOMETHING),0,0.5729354023933411,0.0905587517760205,0.16666666666666666
ANIMAL,PLANT (VEGETATION),0,0.5729354023933411,0.0905587517760205,0.16666666666666666
ANIMAL,POT,0,0.4986858367919922,0.0198171980047646,0.5
ANIMAL,PRICE,0,0.3823409974575043,0.00690690713789825,0.14285714285714285
ANIMAL,RAM,0,0.9223495721817015,0.0962927197182203,0.2857142857142857
ANIMAL,RICE,0,0.5238888263702393,0.0455571814886305,0.26666666666666666
ANIMAL,RIGHT,0,0.6367323398590088,0.0113914202353144,0.42857142857142855
ANIMAL,RIVER,0,0.4743320047855377,0.0412023123470813,0.3076923076923077
ANIMAL,ROAD,0,0.36478936672210693,0.013297433368426,0.5714285714285714
ANIMAL,ROOM,0,0.28570422530174255,0.0197877598543413,0.5333333333333333
ANIMAL,ROUND,0,0.6061181426048279,0.0147511409054511,0.2
ANIMAL,SEA,0,0.4269130229949951,0.0709251782712394,0.3333333333333333
ANIMAL,SEED,1,0.37776675820350647,0.0505110834306073,0.4705882352941176
ANIMAL,SHINE,0,0.47534874081611633,0.00944342516959663,0.13333333333333333
ANIMAL,SHIP,0,0.4881787598133087,0.0181706609621963,0.4444444444444444
ANIMAL,SHOE,1,0.3847995102405548,0.0265674884067503,0.5333333333333333
ANIMAL,SHOW,0,0.5869656801223755,0.0104065174203351,0.1111111111111111
ANIMAL,SKIN,0,0.6445256471633911,0.0309979585719053,0.5333333333333333
ANIMAL,SLIP,1,0.598076343536377,0.0237717386450689,0.125
ANIMAL,SMALL,0,0.6552988886833191,0.0847079307968183,0.2
ANIMAL,SMOKE (EXHAUST),0,0.5059590339660645,0.0120432287826604,0.18181818181818185
ANIMAL,SOON,0,0.48798707127571106,0.0299501842761141,0.2
ANIMAL,SPRING OR WELL,0,0.47133326530456543,0.0171614228966487,0.5714285714285714
ANIMAL,STAND,0,0.5560126304626465,0.0111361723459696,0.5
ANIMAL,TAIL,2,0.611668050289154,0.202790829152695,0.2857142857142857
ANIMAL,TEMPLE,0,0.4399100840091706,0.00543115100337155,0.5
ANIMAL,THING,5,0.6347565054893494,0.0355436374554081,0.4
ANIMAL,THREAD,0,0.577652096748352,0.0057338722500466,0.5333333333333333
ANIMAL,THUMB,0,0.4241361320018768,0.013072632371812,0.25
ANIMAL,TIE,1,0.3878104984760285,0.0104259166263281,0.15384615384615383
ANIMAL,TONGUE,0,0.371783435344696,0.0320334649302265,0.2857142857142857
ANIMAL,TOOTH,0,0.27612707018852234,0.0449277588757749,0.2352941176470588
ANIMAL,TOP,0,0.6072760820388794,0.010223865183562,0.2
ANIMAL,TREE,0,0.5158528685569763,0.0641925103877297,0.7058823529411765
ANIMAL,UNRIPE,0,0.5465296506881714,0.0850600226365756,0.2
ANIMAL,VEIL,0,0.6289529800415039,0.00715000119294036,0.5
ANIMAL,VILLAGE,0,0.5012064576148987,0.0372381338269459,0.14285714285714285
ANIMAL,WALK,0,0.5346186757087708,0.0251346803572429,0.42105263157894735
ANIMAL,WHEEL,0,0.4205089509487152,0.0526235773763048,0.4444444444444444
ANIMAL,WOOL,1,0.668337881565094,0.067261946970827,0.5714285714285714
ANIMAL,WORD,0,0.3340078294277191,0.00355603190590929,0.15384615384615383
ANIMAL,YEAR,0,0.2869536280632019,0.00802066088459401,0.15384615384615383
ANIMAL,YELLOW,0,0.5168966054916382,0.0294816656230534,0.13333333333333333
ANKLE,BASKET,0,0.39475297927856445,0.0310213265588483,0.2352941176470588
ANKLE,BEAM,1,0.3865717649459839,0.08822443916945,0.26666666666666666
ANKLE,BEAR,0,0.29091331362724304,0.0298649420620079,0.18181818181818185
ANKLE,BITE,0,0.5100440979003906,0.0584398589270411,0.1
ANKLE,BLUE,0,0.6189656257629395,0.026115859556653,0.1176470588235294
ANKLE,BONE,1,0.5983009934425354,0.304013087725183,0.5555555555555556
ANKLE,BRASS INSTRUMENT (HORN OR TRUMPET),0,0.5181381702423096,0.0240676692105322,0.2
ANKLE,BREAKFAST,0,0.27177518606185913,0.0098013691965123,0.2352941176470588
ANKLE,CANOE,0,0.31346869468688965,0.0340032257260343,0.18181818181818185
ANKLE,CAT,0,0.3152075409889221,0.0162349961571804,0.17391304347826086
ANKLE,CHAIN,0,0.5728893280029297,0.107502039613055,0.21052631578947367
ANKLE,CHAIR,0,0.359792023897171,0.0616226280069285,0.21052631578947367
ANKLE,CHEST,0,0.5488595366477966,0.0935265448145915,0.2352941176470588
ANKLE,CHILD (YOUNG HUMAN),0,0.3758261203765869,0.0116664506684487,0.26666666666666666
ANKLE,CIRCLE,0,0.5090108513832092,0.0235391161551761,0.1111111111111111
ANKLE,CITRUS FRUIT,0,0.4468390345573426,0.0136850527377901,0.2352941176470588
ANKLE,CLAY,0,0.3866463601589203,0.040733376130308,0.2352941176470588
